"STNID","NAME","CTRY","COUNTRY_NAME","ISO2C","ISO3C","STATE","LATITUDE","LONGITUDE","ELEVATION","BEGIN","END","YEARMODA","YEAR","MONTH","DAY","YDAY","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","I_FOG","I_RAIN_DRIZZLE","I_SNOW_ICE","I_HAIL","I_THUNDER","I_TORNADO_FUNNEL","EA","ES","RH","ELEV(M)"
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-07-05,2012,7,5,187,17.8,23,14.6,23,1016.4,23,10.3,23,NA,0,3.3,23,4.6,NA,21.5,NA,12.7,NA,0,"I",NA,0,0,0,0,0,0,1.7,2,81.5,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-07-06,2012,7,6,188,17.9,24,16.7,24,1011.7,24,5.7,24,NA,0,2.3,24,4.1,NA,20.6,NA,16.1,NA,2.03,"E",NA,0,0,0,0,0,0,1.9,2,92.7,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-07-07,2012,7,7,189,18.2,23,15.7,23,1012.4,23,6.4,23,NA,0,1.8,23,3.1,NA,22.2,NA,14.9,"*",0,"I",NA,0,0,0,0,0,0,1.8,2.1,85.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-07-08,2012,7,8,190,18.6,24,14.5,24,1008.3,24,2.3,24,NA,0,2.7,24,5.1,NA,23.6,NA,12.3,NA,5.08,"E",NA,0,0,0,0,0,0,1.6,2.1,77.1,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-07-09,2012,7,9,191,15.3,19,13.9,19,1004.3,19,998.3,19,NA,0,5.9,19,9.3,NA,17.2,NA,13.6,"*",2.03,"F",NA,0,0,0,0,0,0,1.6,1.7,91.4,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-07-10,2012,7,10,192,14.7,24,11.9,24,1008.2,24,2.1,24,NA,0,5.2,24,8.2,NA,17.5,NA,11.6,"*",1.52,"F",NA,0,0,0,0,0,0,1.4,1.7,83.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-07-11,2012,7,11,193,14.7,18,12.4,18,1007.9,18,1.8,18,NA,0,2.9,18,6.2,NA,18.9,NA,11.3,NA,8.89,"F",NA,0,0,0,0,0,0,1.4,1.7,86.1,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-07-12,2012,7,12,194,13.5,22,11.4,22,1006.6,22,0.5,22,NA,0,4.2,22,6.2,NA,17.3,NA,10.7,NA,7.11,"F",NA,0,0,0,0,0,0,1.3,1.5,87.1,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-07-13,2012,7,13,195,14.1,19,10.8,19,1004.7,19,998.6,19,NA,0,3.2,19,5.7,NA,18.9,NA,10.5,NA,1.02,"E",NA,0,0,0,0,0,0,1.3,1.6,80.5,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-07-14,2012,7,14,196,15.2,24,13.1,24,999.3,24,993.3,24,NA,0,2.9,24,5.1,NA,20.3,NA,10.8,"*",17.78,"F",NA,0,0,0,0,0,0,1.5,1.7,87.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-07-15,2012,7,15,197,13.2,22,8.9,22,1008.8,22,2.7,22,NA,0,4,22,6.7,NA,17.2,NA,9.7,"*",0,"I",NA,0,0,0,0,0,0,1.1,1.5,75.2,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-07-16,2012,7,16,198,13.4,23,10.4,23,1014.1,23,8,23,NA,0,4.4,23,8.2,NA,18.2,NA,9.4,NA,9.4,"F",NA,0,0,0,0,0,0,1.3,1.5,82.1,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-07-17,2012,7,17,199,14.4,23,10.4,23,1013.7,23,7.6,23,NA,0,4.3,23,7.7,NA,18.9,NA,11.4,"*",0.76,"F",NA,0,0,0,0,0,0,1.3,1.6,76.9,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-07-18,2012,7,18,200,14.5,24,11.6,24,1008.9,24,2.8,24,NA,0,3.7,24,5.7,NA,18.1,NA,11.4,NA,4.06,"E",NA,0,0,0,0,0,0,1.4,1.6,82.7,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-07-19,2012,7,19,201,14.7,24,13.2,24,1000.1,24,994,24,NA,0,2.8,24,5.1,NA,18.8,NA,12.3,"*",17.02,"F",NA,0,0,0,0,0,0,1.5,1.7,90.7,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-07-20,2012,7,20,202,14.2,24,10.2,24,1008.8,24,2.7,24,NA,0,4.3,24,6.7,NA,18.9,NA,11.3,"*",0,"E",NA,0,0,0,0,0,0,1.2,1.6,76.9,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-07-21,2012,7,21,203,13.9,24,9.6,24,1017.1,24,10.9,24,NA,0,4,24,5.7,NA,19.5,NA,9.9,NA,0,"E",NA,0,0,0,0,0,0,1.2,1.6,75.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-07-22,2012,7,22,204,14.8,24,9.8,24,1025.4,24,19.3,24,NA,0,4,24,6.7,NA,20,NA,8.6,NA,0,"I",NA,0,0,0,0,0,0,1.2,1.7,72,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-07-23,2012,7,23,205,18.3,24,11.2,24,1024.4,24,18.3,24,NA,0,5.2,24,8.7,NA,23.4,NA,13.4,NA,0,"I",NA,0,0,0,0,0,0,1.3,2.1,63.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-07-24,2012,7,24,206,20.9,24,11.4,24,1021.4,24,15.4,24,NA,0,2.8,24,5.1,NA,26.6,NA,13.9,NA,0,"I",NA,0,0,0,0,0,0,1.3,2.5,54.6,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-07-25,2012,7,25,207,21.8,24,13.6,24,1016.2,24,10.2,24,NA,0,1.4,24,3.1,NA,28.9,NA,13,NA,0,"I",NA,0,0,0,0,0,0,1.6,2.6,59.6,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-07-26,2012,7,26,208,19.6,24,12.2,24,1017.7,24,11.7,24,NA,0,2.2,24,3.1,NA,25.6,NA,14.1,"*",0,"I",NA,0,0,0,0,0,0,1.4,2.3,62.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-07-27,2012,7,27,209,19.6,23,13.3,23,1014,23,8,23,NA,0,2.5,23,5.1,NA,26.3,NA,10.7,NA,0,"I",NA,0,0,0,0,0,0,1.5,2.3,67,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-07-28,2012,7,28,210,17.4,24,15.4,24,1006.2,24,0.2,24,NA,0,3.4,24,6.2,NA,23,NA,11.1,"*",43.18,"F",NA,0,0,0,0,0,0,1.7,2,88,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-07-29,2012,7,29,211,13.8,24,12.3,24,1011.4,24,5.3,24,NA,0,1.2,24,3.1,NA,17.8,NA,9.4,NA,1.02,"E",NA,0,0,0,0,0,0,1.4,1.6,90.7,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-07-30,2012,7,30,212,13.6,24,11.8,24,1013,24,6.9,24,NA,0,2.6,24,5.1,NA,17.6,NA,9.7,NA,14.99,"F",NA,0,0,0,0,0,0,1.4,1.6,88.9,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-07-31,2012,7,31,213,14.4,24,9.6,24,1015.4,24,9.3,24,NA,0,4.3,24,7.2,NA,19.1,NA,10.1,NA,7.87,"E",NA,0,0,0,0,0,0,1.2,1.6,72.9,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-08-01,2012,8,1,214,17.3,24,12.3,24,1016.3,24,10.2,24,NA,0,2.7,24,4.6,NA,22,NA,10.9,NA,0,"E",NA,0,0,0,0,0,0,1.4,2,72.5,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-08-02,2012,8,2,215,19.5,24,15.4,24,1011.4,24,5.4,24,NA,0,3.3,24,5.7,NA,24.6,NA,15.6,"*",1.02,"E",NA,0,0,0,0,0,0,1.7,2.3,77.2,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-08-03,2012,8,3,216,17.7,23,13.4,23,1014.4,23,8.3,23,NA,0,3.5,23,5.7,NA,23.2,NA,13.7,NA,0,"I",NA,0,0,0,0,0,0,1.5,2,75.9,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-08-04,2012,8,4,217,15.8,24,13.5,24,1013.6,24,7.5,24,NA,0,2.3,24,3.6,NA,19.9,NA,12.6,NA,2.03,"E",NA,0,0,0,0,0,0,1.5,1.8,86.2,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-08-05,2012,8,5,218,18.8,21,14.2,21,1011.1,21,5.1,21,NA,0,2,21,3.1,NA,24.6,NA,13.9,NA,4.06,"E",NA,0,0,0,0,0,0,1.6,2.2,74.6,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-08-06,2012,8,6,219,17.6,24,14.4,24,1006.9,24,0.9,24,NA,0,4,24,7.7,NA,22.2,NA,14.8,"*",9.91,"E",NA,0,0,0,0,0,0,1.6,2,81.5,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-08-07,2012,8,7,220,15.3,24,13.1,24,1011.5,24,5.4,24,NA,0,5,24,8.2,NA,20.6,NA,12.7,"*",10.92,"F",NA,0,0,0,0,0,0,1.5,1.7,86.7,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-08-08,2012,8,8,221,14.9,22,9.4,22,1018.2,22,12.1,22,NA,0,4.9,22,7.7,NA,20.3,NA,11.4,"*",0,"I",NA,0,0,0,0,0,0,1.2,1.7,69.6,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-08-09,2012,8,9,222,15.3,22,10.1,22,1022.3,22,16.2,22,NA,0,3.9,22,5.7,NA,21.2,NA,11.2,NA,0,"I",NA,0,0,0,0,0,0,1.2,1.7,71.1,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-08-10,2012,8,10,223,14.8,24,10.4,24,1023.6,24,17.5,24,NA,0,3.1,24,5.1,NA,20.6,NA,10.4,NA,0,"I",NA,0,0,0,0,0,0,1.3,1.7,74.9,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-08-11,2012,8,11,224,15,22,10.1,22,1024.6,22,18.4,22,NA,0,1.2,22,2.6,NA,21.9,NA,8.1,NA,0.76,"E",NA,0,0,0,0,0,0,1.2,1.7,72.5,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-08-12,2012,8,12,225,16,24,9.9,24,1022.3,24,16.1,24,NA,0,1.5,24,4.1,NA,21.9,NA,9.1,NA,0,"I",NA,0,0,0,0,0,0,1.2,1.8,67.1,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-08-13,2012,8,13,226,15.4,24,9.4,24,1021,24,14.9,24,NA,0,3,24,5.1,NA,20.5,NA,8.6,NA,0,"I",NA,0,0,0,0,0,0,1.2,1.7,67.4,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-08-14,2012,8,14,227,14.9,22,10.2,22,1019.8,22,13.6,22,NA,0,2.2,22,4.6,NA,20.5,NA,10.5,"*",0,"I",NA,0,0,0,0,0,0,1.2,1.7,73.5,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-08-15,2012,8,15,228,16.8,24,11.4,24,1017.8,24,11.7,24,NA,0,2.5,24,4.6,NA,21.8,NA,9.3,NA,0,"I",NA,0,0,0,0,0,0,1.3,1.9,70.5,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-08-16,2012,8,16,229,15.8,24,14.3,24,1017.4,24,11.3,24,NA,0,2.3,24,4.1,NA,19,NA,12.5,"*",4.06,"E",NA,0,0,0,0,0,0,1.6,1.8,90.8,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-08-17,2012,8,17,230,17.6,24,13.3,24,1020.9,24,14.8,24,NA,0,1.7,24,3.1,NA,23.8,NA,10.9,NA,0,"I",NA,0,0,0,0,0,0,1.5,2,75.9,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-08-18,2012,8,18,231,22.8,24,14.6,24,1018.9,24,12.9,24,NA,0,3.7,24,5.1,NA,28.1,NA,17,NA,0,"I",NA,0,0,0,0,0,0,1.7,2.8,59.9,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-08-19,2012,8,19,232,23.3,24,16.1,24,1016.5,24,10.6,24,NA,0,2.2,24,4.6,NA,29.4,NA,18.3,NA,0,"I",NA,0,0,0,0,0,0,1.8,2.9,64,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-08-20,2012,8,20,233,22.3,23,16.7,23,1014.8,23,8.8,23,NA,0,4.3,23,7.7,NA,28.2,NA,15.8,"*",0,"I",NA,0,0,0,0,0,0,1.9,2.7,70.6,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-08-21,2012,8,21,234,17.6,22,13.8,22,1017.1,22,11,22,NA,0,2.1,22,3.1,NA,22.5,NA,14.8,NA,0,"I",NA,0,0,0,0,0,0,1.6,2,78.4,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-08-22,2012,8,22,235,16.8,24,13.3,24,1009.9,24,3.8,24,NA,0,5.2,24,9.3,NA,20.7,NA,13.5,NA,10.41,"F",NA,0,0,0,0,0,0,1.5,1.9,79.8,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-08-23,2012,8,23,236,16.2,23,12.6,23,1011,23,4.9,23,NA,0,4.5,23,8.2,NA,20.5,NA,12.8,NA,11.94,"E",NA,0,0,0,0,0,0,1.5,1.8,79.2,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-08-24,2012,8,24,237,15.4,24,12.3,24,1008.7,24,2.6,24,NA,0,2,24,3.6,NA,19.2,NA,13,NA,0,"I",NA,0,0,0,0,0,0,1.4,1.7,81.8,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-08-25,2012,8,25,238,15.7,24,14.1,24,1004.5,24,998.4,24,NA,0,2.6,24,6.2,NA,19.7,NA,12.8,NA,7.87,"E",NA,0,0,0,0,0,0,1.6,1.8,90.2,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-08-26,2012,8,26,239,15.8,24,12.9,24,1005,24,998.9,24,NA,0,4.4,24,6.2,NA,19.1,NA,12.1,"*",5.08,"E",NA,0,0,0,0,0,0,1.5,1.8,82.9,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-08-27,2012,8,27,240,14.2,23,8.5,23,1017.5,23,11.4,23,NA,0,3.6,23,5.7,NA,19.3,NA,10.9,NA,0,"I",NA,0,0,0,0,0,0,1.1,1.6,68.6,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-08-28,2012,8,28,241,15.9,13,12.2,13,1015.6,13,9.5,13,NA,0,3.8,13,5.1,NA,19.5,NA,11.9,NA,0.51,"E",NA,0,0,0,0,0,0,1.4,1.8,78.7,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-08-29,2012,8,29,242,17.5,15,13.1,15,1016.3,15,10.2,15,NA,0,2.8,15,4.1,NA,21.6,NA,10.8,NA,0,"I",NA,0,0,0,0,0,0,1.5,2,75.4,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-08-30,2012,8,30,243,16.7,23,13.1,23,1014.9,23,8.9,23,NA,0,1.7,23,3.1,NA,20.4,NA,12.6,"*",0,"E",NA,0,0,0,0,0,0,1.5,1.9,79.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-08-31,2012,8,31,244,14.8,24,10.3,24,1017.6,24,11.4,24,NA,0,2.6,24,4.6,NA,19.6,NA,11.7,"*",0,"I",NA,0,0,0,0,0,0,1.3,1.7,74.4,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-09-01,2012,9,1,245,13.6,24,8.7,24,1023,24,16.8,24,NA,0,3.3,24,5.7,NA,16.7,NA,10.4,NA,0,"I",NA,0,0,0,0,0,0,1.1,1.6,72.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-09-02,2012,9,2,246,16.4,24,12.4,24,1021.9,24,15.8,24,NA,0,5.1,24,7.7,NA,19.8,NA,11.8,NA,0,"I",NA,0,0,0,0,0,0,1.4,1.9,77.2,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-09-03,2012,9,3,247,16.4,24,12.6,24,1022.7,24,16.5,24,NA,0,2.4,24,4.6,NA,20.5,NA,13.3,"*",0,"I",NA,0,0,0,0,0,0,1.5,1.9,78.2,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-09-04,2012,9,4,248,16.9,24,13.9,24,1019.1,24,13,24,NA,0,4.8,24,8.7,NA,21.7,NA,12.7,"*",0,"I",NA,0,0,0,0,0,0,1.6,1.9,82.5,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-09-05,2012,9,5,249,13.6,24,9.2,24,1018.9,24,12.8,24,NA,0,4.5,24,8.7,NA,17.7,NA,10.5,"*",0,"I",NA,0,0,0,0,0,0,1.2,1.6,74.7,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-09-06,2012,9,6,250,13.1,24,7.7,24,1021.2,24,15,24,NA,0,5.2,24,8.7,NA,16.7,NA,8.7,NA,0,"I",NA,0,0,0,0,0,0,1,1.5,69.8,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-09-07,2012,9,7,251,14.9,24,11,24,1016.4,24,10.2,24,NA,0,4.9,24,8.7,NA,18.8,NA,11.8,"*",2.03,"E",NA,0,0,0,0,0,0,1.3,1.7,77.5,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-09-08,2012,9,8,252,14.8,24,10.9,24,1017.5,24,11.4,24,NA,0,4,24,8.2,NA,20.1,NA,10.4,NA,0,"I",NA,0,0,0,0,0,0,1.3,1.7,77.5,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-09-09,2012,9,9,253,15.6,24,13.3,24,1016.7,24,10.5,24,NA,0,2.8,24,5.1,NA,20,NA,10.5,NA,0,"I",NA,0,0,0,0,0,0,1.5,1.8,86.2,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-09-10,2012,9,10,254,18.7,24,14.8,24,1010.6,24,4.5,24,NA,0,4.6,24,7.7,NA,23.1,NA,16.1,NA,0,"I",NA,0,0,0,0,0,0,1.7,2.2,78.1,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-09-11,2012,9,11,255,15.1,24,13.2,24,1007.5,24,1.5,24,NA,0,4.3,24,8.2,NA,18.5,NA,9.9,"*",6.1,"E",NA,0,0,0,0,0,0,1.5,1.7,88.4,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-09-12,2012,9,12,256,11.3,23,8.3,23,1008.5,23,2.3,23,NA,0,3.2,23,6.2,NA,14.9,NA,8.7,NA,0,"F",NA,0,0,0,0,0,0,1.1,1.3,81.8,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-09-13,2012,9,13,257,11.8,24,7.3,24,1013,24,6.8,24,NA,0,2.8,24,5.7,NA,16.3,NA,7.5,NA,0,"I",NA,0,0,0,0,0,0,1,1.4,73.9,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-09-14,2012,9,14,258,12.7,24,10.6,24,1002.7,24,996.7,24,NA,0,6.1,24,8.7,NA,15.2,NA,9.8,NA,2.03,"E",NA,0,0,0,0,0,0,1.3,1.5,87.1,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-09-15,2012,9,15,259,13.3,24,10.6,24,1009.9,24,3.8,24,NA,0,4.3,24,6.7,NA,15.8,NA,10.4,NA,0.51,"E",NA,0,0,0,0,0,0,1.3,1.5,83.7,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-09-16,2012,9,16,260,15.1,24,11.6,24,1011.5,24,5.5,24,NA,0,4.5,24,6.7,NA,18.6,NA,12.1,NA,0,"I",NA,0,0,0,0,0,0,1.4,1.7,79.6,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-09-17,2012,9,17,261,15.1,24,10.4,24,1009,24,2.9,24,NA,0,4.9,24,7.2,NA,18.3,NA,11.5,"*",0,"I",NA,0,0,0,0,0,0,1.3,1.7,73.5,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-09-18,2012,9,18,262,12.6,23,10.8,23,1006.2,23,0.1,23,NA,0,4.2,23,6.2,NA,16,NA,9.2,"*",9.91,"F",NA,0,0,0,0,0,0,1.3,1.5,88.8,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-09-19,2012,9,19,263,10,23,6.3,23,1011.1,23,5,23,NA,0,4.9,23,7.2,NA,13,NA,7.7,"*",0.76,"F",NA,0,0,0,0,0,0,1,1.2,77.8,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-09-20,2012,9,20,264,11.2,17,8.3,17,1017.3,17,11.1,17,NA,0,4.3,17,6.7,NA,12.9,NA,8.3,NA,0,"I",NA,0,0,0,0,0,0,1.1,1.3,82.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-09-21,2012,9,21,265,11.5,24,9.9,24,1012.3,24,6.1,24,NA,0,4.7,24,6.2,NA,13.1,NA,10.2,"*",5.59,"F",NA,0,0,0,0,0,0,1.2,1.4,89.9,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-09-22,2012,9,22,266,9.3,24,6.4,24,1010.4,24,4.2,24,NA,0,4.4,24,7.2,NA,12.7,NA,5.9,"*",0.76,"F",NA,0,0,0,0,0,0,1,1.2,82.1,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-09-23,2012,9,23,267,9.3,24,5.3,24,1015.2,24,8.9,24,NA,0,2.3,24,4.1,NA,14.5,NA,4.8,NA,0,"I",NA,0,0,0,0,0,0,0.9,1.2,76.1,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-09-24,2012,9,24,268,9.4,24,8,24,1003.5,24,997.4,24,NA,0,5.2,24,9.8,NA,11.5,"*",6,NA,10.92,"E",NA,0,0,0,0,0,0,1.1,1.2,91,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-09-25,2012,9,25,269,12.1,24,10.8,24,999,24,992.9,24,NA,0,3.1,24,4.1,NA,14.1,NA,9.6,NA,10.41,"F",NA,0,0,0,0,0,0,1.3,1.4,91.8,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-09-26,2012,9,26,270,11.7,24,10.9,24,1000.8,24,994.7,24,NA,0,2.9,24,4.6,NA,12.8,NA,10.1,NA,2.03,"F",NA,0,0,0,0,0,0,1.3,1.4,94.8,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-09-27,2012,9,27,271,11.2,24,10.4,24,1001.7,24,995.6,24,NA,0,3.4,24,5.7,NA,13.5,NA,9.3,"*",2.03,"E",NA,0,0,0,0,0,0,1.3,1.3,94.8,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-09-28,2012,9,28,272,11.2,24,9.5,24,1010.1,24,4,24,NA,0,4.1,24,6.7,NA,13.4,NA,8.4,NA,0.25,"E",NA,0,0,0,0,0,0,1.2,1.3,89.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2012-09-29,2012,9,29,273,11.2,24,9.3,24,1009.3,24,3.2,24,NA,0,4.7,24,6.2,NA,13.1,NA,9.4,"*",1.02,"F",NA,0,0,0,0,0,0,1.2,1.3,88.1,51
